gene_id,best_BLAST_hit,eval,pannzer_description,pannzer_gene_name,molecular_function,biological_processes,cellular_component
Hsym|HyS0026.178,XP_022794684.1_endoplasmic_reticulum_metallopeptidase_1-like_isoform_X1_[Stylophora_pistillata],1.30E-160,Endoplasmic_reticulum_metallopeptidase,ERMP1,NA,proteolysis,integral_component_of_membrane
Hsym|HyS0026.179,XP_022794684.1_endoplasmic_reticulum_metallopeptidase_1-like_isoform_X1_[Stylophora_pistillata],3.60E-155,Endoplasmic_reticulum_metallopeptidase,ERMP1,aminopeptidase_activity,proteolysis,integral_component_of_membrane
Hsym|HyS0026.180,XP_004210217.2_PREDICTED:_sodium/glucose_cotransporter_5-like_[Hydra_vulgaris],1.80E-279,Low_affinity_sodium-glucose_cotransporter,NA,transmembrane_transporter_activity,transmembrane_transport,integral_component_of_membrane
Hsym|HyS0026.181,XP_022106281.1_uncharacterized_protein_LOC110987666_isoform_X2_[Acanthaster_planci],9.40E-19,NA,NA,NA,NA,NA
Hsym|HyS0026.183,XP_006643143.1_PREDICTED:_RNA_3'-terminal_phosphate_cyclase_[Lepisosteus_oculatus],1.30E-98,RNA_terminal_phosphate_cyclase_domain_1,RTCA,RNA-3'-phosphate_cyclase_activity,RNA_processing,nucleoplasm
Hsym|HyS0026.184,XP_012557730.1_PREDICTED:_ribonucleases_P/MRP_protein_subunit_POP1-like_[Hydra_vulgaris],1.60E-168,"Processing_of_1,_ribonuclease_P/MRP_subunit",POP1,ribonuclease_MRP_activity,tRNA_5'-leader_removal,nucleolar_ribonuclease_P_complex
Hsym|HyS0026.185,XP_022785273.1_WD_repeat-containing_protein_18-like_[Stylophora_pistillata],1.70E-89,WD_repeat-containing_protein_18,WDR18,ATPase-coupled_transmembrane_transporter_activity,regulation_of_DNA-dependent_DNA_replication_initiation,Rix1_complex
Hsym|HyS0026.186,XP_012553527.1_PREDICTED:_uncharacterized_protein_LOC100205136_[Hydra_vulgaris],2.50E-145,Gamma-glutamyltranspeptidase_1,NA,glutathione_hydrolase_activity,glutathione_catabolic_process,integral_component_of_membrane
Hsym|HyS0026.187,XP_012553527.1_PREDICTED:_uncharacterized_protein_LOC100205136_[Hydra_vulgaris],3.30E-227,Gamma-glutamyltransferase,GGT1,glutathione_hydrolase_activity,glutathione_catabolic_process,integral_component_of_membrane
Hsym|HyS0026.188,XP_012556497.1_PREDICTED:_extracellular_calcium-sensing_receptor-like_[Hydra_vulgaris],5.90E-180,"Taste_receptor,_type_1,_member_3",NA,G_protein-coupled_receptor_activity,G_protein-coupled_receptor_signaling_pathway,plasma_membrane
Hsym|HyS0026.189,XP_020624059.1_outer_dynein_arm_protein_1-like_[Orbicella_faveolata],1.20E-111,Flagellar_outer_dynein_arm-docking_complex_protein_1,NA,NA,outer_dynein_arm_assembly,axoneme
Hsym|HyS0026.190,XP_004207258.1_PREDICTED:_uncharacterized_protein_LOC101241007_[Hydra_vulgaris],2.00E-108,Histone-lysine_N-methyltransferase,NA,histone_methyltransferase_activity_(H3-K4_specific),chromatin_organization,histone_methyltransferase_complex
Hsym|HyS0026.191,XP_002168648.2_PREDICTED:_trimeric_intracellular_cation_channel_type_B-like_[Hydra_vulgaris],1.00E-65,Trimeric_intracellular_cation_channel_type_A,NA,cation_channel_activity,monovalent_inorganic_cation_transport,integral_component_of_membrane
Hsym|HyS0026.192,NP_001267768.1_jun_protein_[Hydra_vulgaris],1.10E-56,Transcription_factor_jun-D,NA,DNA-binding_transcription_factor_activity,regulation_of_transcription_by_RNA_polymerase_II,nucleus
Hsym|HyS0026.193,XP_012553527.1_PREDICTED:_uncharacterized_protein_LOC100205136_[Hydra_vulgaris],3.30E-59,Gamma-glutamyltranspeptidase_periplasmic,GGT,glutathione_hydrolase_activity,glutathione_catabolic_process,integral_component_of_membrane
Hsym|HyS0026.195,XP_004207258.1_PREDICTED:_uncharacterized_protein_LOC101241007_[Hydra_vulgaris],3.40E-13,NA,NA,NA,NA,NA
Hsym|HyS0026.196,XP_002168648.2_PREDICTED:_trimeric_intracellular_cation_channel_type_B-like_[Hydra_vulgaris],3.20E-64,Trimeric_intracellular_cation_channel_type_A,NA,cation_channel_activity,monovalent_inorganic_cation_transport,integral_component_of_membrane
Hsym|HyS0026.197,NP_001267768.1_jun_protein_[Hydra_vulgaris],1.10E-56,Transcription_factor_jun-D,NA,DNA-binding_transcription_factor_activity,regulation_of_transcription_by_RNA_polymerase_II,nucleus
Hsym|HyS0026.198,XP_012561647.1_PREDICTED:_mutS_protein_homolog_5-like_[Hydra_vulgaris],6.20E-223,"DNA_mismatch_repair_protein_MutS,_core",NA,mismatched_DNA_binding,mismatch_repair,MutSalpha_complex
Hsym|HyS0026.199,"XP_012553894.1_PREDICTED:_transmembrane_prolyl_4-hydroxylase-like,_partial_[Hydra_vulgaris]",5.00E-138,Fe2OG_dioxygenase_domain-containing_protein,NA,L-ascorbic_acid_binding,peptidyl-proline_hydroxylation_to_4-hydroxy-L-proline,endoplasmic_reticulum
Hsym|HyS0026.200,XP_002156288.1_PREDICTED:_transmembrane_prolyl_4-hydroxylase-like_[Hydra_vulgaris],1.90E-206,Transmembrane_prolyl_4-hydroxylase,NA,calcium_ion_binding,peptidyl-proline_hydroxylation_to_4-hydroxy-L-proline,endoplasmic_reticulum
Hsym|HyS0026.201,XP_002164712.2_PREDICTED:_N-alpha-acetyltransferase_11-like_[Hydra_vulgaris],4.80E-84,Divalent_cation_transporter,NAA11,N-acetyltransferase_activity,N-terminal_protein_amino_acid_acetylation,NatA_complex
Hsym|HyS0026.202,XP_012566829.1_PREDICTED:_histone-arginine_methyltransferase_CARMER-like_isoform_X1_[Hydra_vulgaris],1.20E-236,Histone-arginine_methyltransferase_CARMER,CARM1,methyltransferase_activity,protein_methylation,histone_methyltransferase_complex
Hsym|HyS0026.203,XP_020917843.1_WD_repeat-containing_protein_63-like_[Exaiptasia_pallida],3.60E-269,WD_repeat-containing_protein_63,WDR63,dynein_light_chain_binding,inner_dynein_arm_assembly,inner_dynein_arm
Hsym|HyS0026.205,XP_002171281.3_PREDICTED:_superkiller_viralicidic_activity_2-like_2_[Hydra_vulgaris],0,Mtr4_exosome_RNA_helicase,NA,RNA_helicase_activity,RNA_catabolic_process,TRAMP_complex
Hsym|HyS0026.206,ACS91465.1_voltage-gated_potassium_channel_alpha_subunit_[Polyorchis_penicillatus],3.00E-150,Voltage-gated_potassium_channel_alpha_subunit,NA,voltage-gated_potassium_channel_activity,protein_homooligomerization,voltage-gated_potassium_channel_complex
Hsym|HyS0026.207,XP_002168332.2_PREDICTED:_potassium_voltage-gated_channel_subfamily_C_member_1-like_[Hydra_vulgaris],1.00E-149,Voltage-gated_potassium_channel_alpha_subunit,KCNC4,voltage-gated_potassium_channel_activity,protein_homooligomerization,voltage-gated_potassium_channel_complex
Hsym|HyS0026.208,XP_012561108.1_PREDICTED:_neuropeptide_Y_receptor_type_6-like_[Hydra_vulgaris],8.00E-78,Pyroglutamylated_RFamide_peptide_receptor,NA,G_protein-coupled_receptor_activity,G_protein-coupled_receptor_signaling_pathway,integral_component_of_membrane
Hsym|HyS0026.209,XP_004211286.2_PREDICTED:_neuropeptide_Y_receptor_type_6-like_[Hydra_vulgaris],1.10E-57,Pyroglutamylated_RFamide_peptide_receptor,NA,G_protein-coupled_receptor_activity,G_protein-coupled_receptor_signaling_pathway,integral_component_of_membrane
Hsym|HyS0026.210,XP_012562789.1_PREDICTED:_neuronal_acetylcholine_receptor_subunit_alpha-10-like_[Hydra_vulgaris],1.50E-120,Neuronal_acetylcholine_receptor_subunit_alpha-7,CHRNA7,acetylcholine-gated_cation-selective_channel_activity,excitatory_postsynaptic_potential,postsynaptic_membrane
Hsym|HyS0026.211,XP_012562789.1_PREDICTED:_neuronal_acetylcholine_receptor_subunit_alpha-10-like_[Hydra_vulgaris],8.30E-119,Neuronal_acetylcholine_receptor_subunit_alpha-7,NA,acetylcholine-gated_cation-selective_channel_activity,excitatory_postsynaptic_potential,postsynaptic_membrane
Hsym|HyS0026.214,PIK39696.1_putative_SCAN_domain-containing_protein_3-like_[Apostichopus_japonicus],5.20E-10,NA,NA,NA,NA,NA
Hsym|HyS0026.215,ELU18281.1_hypothetical_protein_CAPTEDRAFT_185762_[Capitella_teleta],9.10E-27,NA,NA,NA,NA,NA
Hsym|HyS0026.216,PFX22769.1_hypothetical_protein_AWC38_SpisGene12708_[Stylophora_pistillata],2.50E-11,NA,NA,NA,NA,NA
Hsym|HyS0026.217,"XP_012566616.1_PREDICTED:_THAP_domain-containing_protein_4-like,_partial_[Hydra_vulgaris]",1.20E-09,NA,NA,NA,NA,NA
Hsym|HyS0026.218,XP_012553859.1_PREDICTED:_contactin-2-like_[Hydra_vulgaris],8.60E-16,NA,NA,NA,NA,NA
Hsym|HyS0026.219,XP_012553859.1_PREDICTED:_contactin-2-like_[Hydra_vulgaris],1.20E-36,NA,NA,NA,NA,NA
Hsym|HyS0026.220,XP_027045178.1_ubiquitin_carboxyl-terminal_hydrolase_24-like_[Pocillopora_damicornis],0,Ubiquitin_carboxyl-terminal_hydrolase_FAF,USP24,thiol-dependent_ubiquitinyl_hydrolase_activity,protein_deubiquitination,cytoplasm
Hsym|HyS0026.221,XP_012554811.1_PREDICTED:_uncharacterized_protein_LOC101240403_isoform_X1_[Hydra_vulgaris],4.20E-23,SAM-dependent_methyltransferase,NA,trans-aconitate_2-methyltransferase_activity,methylation,NA
Hsym|HyS0026.222,"XP_002410379.1_ETS_domain-containing_protein_Elk-4,_putative_[Ixodes_scapularis]",4.80E-15,NA,NA,NA,NA,NA
Hsym|HyS0026.225,"KXJ05233.1_hypothetical_protein_AC249_AIPGENE24995,_partial_[Exaiptasia_pallida]",4.70E-13,NA,NA,NA,NA,NA
Hsym|HyS0026.227,XP_027038918.1_uncharacterized_protein_LOC113667308_[Pocillopora_damicornis],2.90E-23,NA,NA,NA,NA,NA
Hsym|HyS0026.228,KXJ08839.1_hypothetical_protein_AC249_AIPGENE16336_[Exaiptasia_pallida],8.00E-09,NA,NA,NA,NA,NA
Hsym|HyS0026.229,XP_002158911.2_PREDICTED:_uncharacterized_protein_LOC100201052_[Hydra_vulgaris],4.00E-09,NA,NA,NA,NA,NA
Hsym|HyS0026.230,"XP_012562820.1_PREDICTED:_uncharacterized_protein_LOC100201479,_partial_[Hydra_vulgaris]",6.10E-21,NA,NA,NA,NA,NA
Hsym|HyS0026.231,XP_002159777.2_PREDICTED:_BTB/POZ_domain-containing_protein_19-like_[Hydra_vulgaris],6.30E-93,BTB/POZ_domain-containing_protein_9,NA,NA,transmembrane_transport,integral_component_of_plasma_membrane
Hsym|HyS0026.232,XP_022803078.1_uncharacterized_protein_LOC111340490_[Stylophora_pistillata],2.80E-38,NA,NA,NA,NA,NA
Hsym|HyS0026.233,"XP_006825060.1_PREDICTED:_uncharacterized_protein_LOC102805302,_partial_[Saccoglossus_kowalevskii]",4.30E-10,NA,NA,NA,NA,NA
Hsym|HyS0026.234,XP_012554867.1_PREDICTED:_RB1-inducible_coiled-coil_protein_1-like_[Hydra_vulgaris],7.80E-130,Alkaline_phosphatase,NA,alkaline_phosphatase_activity,autophagy_of_mitochondrion,Atg1/ULK1_kinase_complex
Hsym|HyS0026.235,XP_027044868.1_amiloride-sensitive_sodium_channel_subunit_alpha-like_[Pocillopora_damicornis],9.60E-63,NA,NA,NA,NA,NA
Hsym|HyS0026.236,PFX21432.1_Amiloride-sensitive_sodium_channel_subunit_alpha_[Stylophora_pistillata],4.60E-63,acid-sensing_ion_channel_1B-like,NA,sodium_channel_activity,sodium_ion_transmembrane_transport,integral_component_of_membrane
Hsym|HyS0026.237,XP_027044868.1_amiloride-sensitive_sodium_channel_subunit_alpha-like_[Pocillopora_damicornis],3.60E-65,acid-sensing_ion_channel_1B-like,NA,sodium_channel_activity,sodium_ion_transmembrane_transport,integral_component_of_membrane
Hsym|HyS0026.238,SDU73428.1_3-oxoacyl-[acyl-carrier_protein]_reductase_[Gordonia_westfalica],6.10E-55,Beta-ketoacyl-acyl_carrier_protein_reductase,FABG,3-oxoacyl-[acyl-carrier-protein]_reductase_(NADPH)_activity,oxidation-reduction_process,NA
Hsym|HyS0026.239,XP_028390627.1_DNA_excision_repair_protein_ERCC-6-like_2_isoform_X3_[Dendronephthya_gigantea],1.30E-184,ATP-dependent_helicase,ERCC6L2,ATP_binding,interstrand_cross-link_repair,nucleus
Hsym|HyS0026.240,XP_004209422.1_PREDICTED:_fizzy-related_protein_homolog_[Hydra_vulgaris],1.00E-195,WD_repeat-containing_protein_41,NA,ubiquitin-protein_transferase_activator_activity,positive_regulation_of_ubiquitin_protein_ligase_activity,NA
Hsym|HyS0026.241,XP_027056495.1_acid-sensing_ion_channel_4-A-like_[Pocillopora_damicornis],1.30E-48,NA,NA,NA,NA,NA
Hsym|HyS0026.242,NP_001296711.1_tyrosine-protein_kinase_SYK-like_[Hydra_vulgaris],6.70E-257,Tyrosine-protein_kinase_SYK,ZAP70,protein_tyrosine_kinase_activity,peptidyl-tyrosine_phosphorylation,T_cell_receptor_complex
Hsym|HyS0026.243,XP_002157334.1_PREDICTED:_coadhesin-like_[Hydra_vulgaris],2.00E-120,A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_adt-1,HMCN1,semaphorin_receptor_binding,axon_extension,cell_junction
Hsym|HyS0026.244,XP_022108663.1_uncharacterized_protein_LOC110988954_isoform_X1_[Acanthaster_planci],4.80E-121,NA,NA,NA,NA,NA
Hsym|HyS0026.246,KMQ84563.1_hypothetical_protein_RF55_17547_[Lasius_niger],5.10E-09,NA,NA,NA,NA,NA
Hsym|HyS0026.247,XP_023695653.1_G2/M_phase-specific_E3_ubiquitin-protein_ligase-like_isoform_X2_[Paramormyrops_kingsleyae],1.20E-28,NA,NA,NA,NA,NA
Hsym|HyS0026.248,XP_022341893.1_uncharacterized_protein_LOC111135805_isoform_X1_[Crassostrea_virginica],1.10E-35,NA,NA,NA,NA,NA
Hsym|HyS0026.249,PIN93180.1_hypothetical_protein_AB205_0035040_[Rana_catesbeiana],1.20E-14,NA,NA,NA,NA,NA
Hsym|HyS0027.1,XP_001636781.1_predicted_protein_[Nematostella_vectensis],2.80E-50,NA,NA,NA,NA,NA
Hsym|HyS0027.2,XP_017486951.1_PREDICTED:_multiple_epidermal_growth_factor-like_domains_protein_11_isoform_X6_[Rhagoletis_zephyria],3.00E-07,NA,NA,NA,NA,NA
Hsym|HyS0027.3,XP_002158627.1_PREDICTED:_surfeit_locus_protein_6_homolog_[Hydra_vulgaris],3.00E-37,Ribosome_biogenesis_protein_rrp14-n,NA,RNA_binding,ribosomal_large_subunit_biogenesis,nucleolus
Hsym|HyS0027.4,XP_003726158.1_PREDICTED:_multiple_epidermal_growth_factor-like_domains_protein_11_[Strongylocentrotus_purpuratus],7.20E-05,Nudix_hydrolase_domain-containing_protein,NA,nuclear_import_signal_receptor_activity,protein_import_into_nucleus,nucleus
Hsym|HyS0027.5,XP_001636781.1_predicted_protein_[Nematostella_vectensis],3.40E-49,NA,NA,NA,NA,NA
Hsym|HyS0027.6,XP_012553873.1_PREDICTED:_bone_morphogenetic_protein_1-like_[Hydra_vulgaris],1.20E-143,Zinc_metalloproteinase,NA,metalloendopeptidase_activity,proteolysis,extracellular_region
Hsym|HyS0027.8,XP_012553873.1_PREDICTED:_bone_morphogenetic_protein_1-like_[Hydra_vulgaris],3.80E-99,Metalloendopeptidase,NA,metalloendopeptidase_activity,proteolysis,extracellular_region
Hsym|HyS0027.9,XP_012562583.1_PREDICTED:_uncharacterized_protein_LOC100201907_[Hydra_vulgaris],7.10E-256,NA,NA,NA,NA,NA
Hsym|HyS0027.10,NP_001296602.1_catalase-like_[Hydra_vulgaris],6.20E-233,Catalase,NA,catalase_activity,hydrogen_peroxide_catabolic_process,integral_component_of_membrane
Hsym|HyS0027.11,XP_012561291.1_PREDICTED:_uncharacterized_protein_LOC105846782_[Hydra_vulgaris],7.40E-30,NA,NA,NA,NA,NA
Hsym|HyS0027.14,XP_012562751.1_PREDICTED:_uncharacterized_protein_LOC105847614_isoform_X1_[Hydra_vulgaris],2.80E-07,NA,NA,NA,NA,NA
Hsym|HyS0027.17,XP_012554696.1_PREDICTED:_sacsin-like_[Hydra_vulgaris],0,RING-type_domain-containing_protein,NA,NA,NA,NA
Hsym|HyS0027.19,XP_012557992.1_PREDICTED:_polyphosphoinositide_phosphatase-like_[Hydra_vulgaris],0,Polyphosphoinositide_phosphatase,FIG4,phosphoric_ester_hydrolase_activity,negative_regulation_of_myelination,lipid_droplet
Hsym|HyS0027.20,XP_002164496.3_PREDICTED:_mannosyl-oligosaccharide_glucosidase_GCS1-like_[Hydra_vulgaris],3.50E-282,Mannosyl-oligosaccharide_glucosidase,NA,mannosyl-oligosaccharide_glucosidase_activity,oligosaccharide_metabolic_process,endoplasmic_reticulum_membrane
Hsym|HyS0027.21,XP_012564823.1_PREDICTED:_mediator_of_RNA_polymerase_II_transcription_subunit_24-like_[Hydra_vulgaris],7.00E-178,Mediator_of_RNA_polymerase_II_transcription_subunit_24_(Fragment),NA,NA,NA,mediator_complex
Hsym|HyS0027.22,XP_002163020.3_PREDICTED:_dyslexia_susceptibility_1_candidate_gene_1_protein_homolog_[Hydra_vulgaris],1.70E-96,"dynein_assembly_factor_4,_axonemal",NA,NA,cilium_movement,non-motile_cilium
Hsym|HyS0027.23,XP_027048941.1_uncharacterized_protein_LOC113676478_[Pocillopora_damicornis],6.30E-29,Nuclear_transcription_factor_Y_subunit_alpha,NFYA,DNA-binding_transcription_factor_activity,"regulation_of_transcription,_DNA-templated",CCAAT-binding_factor_complex
Hsym|HyS0027.24,XP_012553805.1_PREDICTED:_uncharacterized_protein_LOC101236102_[Hydra_vulgaris],9.30E-27,Parallel_beta_helix_pectate_lyase-like_protein,NA,lyase_activity,NA,NA
Hsym|HyS0027.25,XP_028405678.1_uncharacterized_protein_LOC114528250_[Dendronephthya_gigantea],5.00E-248,Right_handed_beta_helix_region,NA,NA,proteolysis,extracellular_region
Hsym|HyS0027.26,XP_002162432.1_PREDICTED:_sideroflexin-2-like_[Hydra_vulgaris],1.00E-139,Sidoreflexin,SFXN2,ion_transmembrane_transporter_activity,ion_transmembrane_transport,mitochondrial_membrane
Hsym|HyS0027.27,XP_002155290.1_PREDICTED:_early_growth_response_protein_1-B-like_[Hydra_vulgaris],6.60E-28,Early_growth_response_protein_1-B,EGR1,DNA_binding,embryonic_retina_morphogenesis_in_camera-type_eye,nucleus
Hsym|HyS0027.28,XP_002154989.2_PREDICTED:_peroxisome_proliferator-activated_receptor_gamma_coactivator_1-alpha-like_[Hydra_vulgaris],4.40E-122,Serine/arginine-rich_splicing_factor_5,NA,transcription_coregulator_activity,regulation_of_nucleic_acid-templated_transcription,nucleus
Hsym|HyS0027.29,XP_022784686.1_uncharacterized_protein_LOC111325196_[Stylophora_pistillata],7.70E-60,NA,NA,NA,NA,NA
Hsym|HyS0027.30,XP_027038922.1_uncharacterized_protein_LOC113667311_[Pocillopora_damicornis],9.90E-83,TKL_protein_kinase,NA,calcium_ion_binding,extracellular_matrix_organization,collagen-containing_extracellular_matrix
Hsym|HyS0027.31,XP_028407028.1_adenosine_deaminase-like_protein_[Dendronephthya_gigantea],6.50E-76,Metallo-dependent_hydrolase,ADAL,deaminase_activity,adenosine_catabolic_process,cytosol
Hsym|HyS0027.32,XP_022778784.1_cytochrome_c_oxidase_assembly_protein_COX19-like_[Stylophora_pistillata],1.30E-22,Phosphopantothenoylcysteine_decarboxylase,COX19,copper_ion_binding,mitochondrial_respiratory_chain_complex_IV_assembly,mitochondrial_intermembrane_space
Hsym|HyS0027.33,XP_027041554.1_tRNA_(guanine(26)-N(2))-dimethyltransferase-like_[Pocillopora_damicornis],4.90E-161,tRNA_methyltransferase_1,TRMT1,tRNA_(guanine-N2-)-methyltransferase_activity,tRNA_methylation,nucleoplasm
Hsym|HyS0027.34,ABY62784.1_fucosyltransferase_8-like_protein_[Hydractinia_symbiolongicarpus],9.10E-55,NA,NA,NA,NA,NA
Hsym|HyS0027.35,XP_002159004.1_PREDICTED:_coatomer_subunit_beta'-like_[Hydra_vulgaris],0,Coatomer_subunit_beta',COPB2,structural_molecule_activity,vesicle-mediated_transport,COPI-coated_vesicle_membrane
Hsym|HyS0027.36,XP_022291319.1_uncharacterized_protein_LOC111102743_[Crassostrea_virginica],1.40E-07,NA,NA,NA,NA,NA
Hsym|HyS0027.37,"XP_002157270.1_PREDICTED:_acetyl-CoA_acetyltransferase,_mitochondrial-like_[Hydra_vulgaris]",1.20E-140,Acetyl-CoA_C-acetyltransferase,ACAT1,"transferase_activity,_transferring_acyl_groups_other_than_amino-acyl_groups",propionyl-CoA_biosynthetic_process,mitochondrion
Hsym|HyS0027.38,XP_012557221.1_PREDICTED:_structural_maintenance_of_chromosomes_protein_6-like_[Hydra_vulgaris],3.10E-249,Dna_repair_protein_rad18,NA,NA,double-strand_break_repair_via_homologous_recombination,Smc5-Smc6_complex
Hsym|HyS0027.39,XP_002162724.2_PREDICTED:_hexokinase-1-like_[Hydra_vulgaris],1.30E-132,Phosphotransferase,HK2,glucose_binding,cellular_glucose_homeostasis,cell
Hsym|HyS0027.40,XP_002156035.2_PREDICTED:_poly(U)-binding-splicing_factor_PUF60-like_isoform_X1_[Hydra_vulgaris],1.10E-205,Poly-U-binding-splicing_factor_a,PUF60,RNA_binding,protein_phosphorylation,cell_junction
Hsym|HyS0027.41,XP_012554864.1_PREDICTED:_inositol_hexakisphosphate_and_diphosphoinositol-pentakisphosphate_kinase_2-like_[Hydra_vulgaris],0,Inositol_hexakisphosphate_and_diphosphoinositol-pentakisphosphate_kinase,NA,inositol_heptakisphosphate_kinase_activity,phosphorylation,cytosol
Hsym|HyS0027.42,XP_012554956.1_PREDICTED:_WD_repeat-containing_protein_91-like_[Hydra_vulgaris],4.30E-139,WD_repeat-containing_protein_91_(Fragment),NA,NA,early_endosome_to_late_endosome_transport,cytosol
Hsym|HyS0027.44,XP_004206788.2_PREDICTED:_low-density_lipoprotein_receptor-related_protein_2-like_isoform_X1_[Hydra_vulgaris],2.10E-160,Tissue_factor_pathway_inhibitor,NA,serine-type_endopeptidase_inhibitor_activity,negative_regulation_of_endopeptidase_activity,extracellular_region
Hsym|HyS0027.45,XP_004205478.1_PREDICTED:_tetratricopeptide_repeat_protein_1-like_[Hydra_vulgaris],6.00E-69,Serine/threonine-protein_phosphatase,TTC1,pseudouridine_synthase_activity,pseudouridine_synthesis,cytosol
Hsym|HyS0027.46,XP_012556963.1_PREDICTED:_DNA_mismatch_repair_protein_Msh2-like_[Hydra_vulgaris],1.70E-50,DNA_mismatch_repair_protein_spellchecker_1,MSH2,mismatched_DNA_binding,mismatch_repair,mismatch_repair_complex
Hsym|HyS0027.47,XP_011680646.1_PREDICTED:_zinc_finger_protein_862-like_[Strongylocentrotus_purpuratus],1.10E-23,NA,NA,NA,NA,NA
Hsym|HyS0027.48,XP_011680646.1_PREDICTED:_zinc_finger_protein_862-like_[Strongylocentrotus_purpuratus],1.10E-16,NA,NA,NA,NA,NA
Hsym|HyS0027.49,XP_011680646.1_PREDICTED:_zinc_finger_protein_862-like_[Strongylocentrotus_purpuratus],1.10E-16,NA,NA,NA,NA,NA
Hsym|HyS0027.50,XP_011680646.1_PREDICTED:_zinc_finger_protein_862-like_[Strongylocentrotus_purpuratus],2.40E-16,NA,NA,NA,NA,NA
Hsym|HyS0027.51,XP_012556963.1_PREDICTED:_DNA_mismatch_repair_protein_Msh2-like_[Hydra_vulgaris],2.90E-173,DNA_mismatch_repair_protein_msh-2,MSH2,mismatched_DNA_binding,mismatch_repair,mismatch_repair_complex
Hsym|HyS0027.52,PFX19950.1_von_Willebrand_factor_A_domain-containing_protein_5B1_[Stylophora_pistillata],1.80E-81,von_Willebrand_factor_A_domain-containing_protein_5B1,NA,NA,NA,NA
Hsym|HyS0027.53,XP_012556963.1_PREDICTED:_DNA_mismatch_repair_protein_Msh2-like_[Hydra_vulgaris],1.60E-94,DNA_mismatch_repair_protein_msh-2,MSH2,mismatched_DNA_binding,mismatch_repair,mismatch_repair_complex
Hsym|HyS0027.55,WP_072090435.1_NAD(P)/FAD-dependent_oxidoreductase_[Candidatus_Pelagibacter_ubique],6.90E-147,Flavin-containing_monooxygenase_FMO,NA,"N,N-dimethylaniline_monooxygenase_activity",oxidation-reduction_process,NA
Hsym|HyS0027.56,WP_011610364.1_NAD(P)/FAD-dependent_oxidoreductase_[Trichodesmium_erythraeum],1.30E-95,Flavin-containing_monooxygenase_FMO,HAPE,"N,N-dimethylaniline_monooxygenase_activity",oxidation-reduction_process,NA
Hsym|HyS0027.57,XP_008394877.1_PREDICTED:_progressive_ankylosis_protein_homolog_[Poecilia_reticulata],1.30E-76,NA,NA,NA,NA,NA
Hsym|HyS0027.58,XP_012560871.1_PREDICTED:_membrane-bound_transcription_factor_site-2_protease-like_[Hydra_vulgaris],4.50E-126,Membrane-bound_transcription_factor_site-2_protease,MBTPS2,metalloendopeptidase_activity,proteolysis,integral_component_of_membrane
Hsym|HyS0027.59,XP_022792287.1_deubiquitinating_protein_VCIP135-like_[Stylophora_pistillata],1.20E-225,Valosin_containing_protein_interacting_protein_1,VCPIP1,thiol-dependent_ubiquitin-specific_protease_activity,protein_ubiquitination,cytoplasm
Hsym|HyS0027.60,XP_002161383.3_PREDICTED:_E3_ubiquitin-protein_ligase_MARCH6-like_[Hydra_vulgaris],4.90E-273,Membrane_associated_ring-CH-type_finger_6,6-Mar,zinc_ion_binding,proteasome-mediated_ubiquitin-dependent_protein_catabolic_process,integral_component_of_endoplasmic_reticulum_membrane
Hsym|HyS0027.61,XP_012556011.1_PREDICTED:_RWD_domain-containing_protein_1-like_[Hydra_vulgaris],8.60E-69,Small_androgen_receptor-interacting_protein_1,RWDD1,protein_binding,positive_regulation_of_androgen_receptor_activity,polysome
Hsym|HyS0027.62,XP_012558264.1_PREDICTED:_trichohyalin-like_[Hydra_vulgaris],2.80E-25,NA,NA,NA,NA,NA
Hsym|HyS0027.64,XP_012556716.1_PREDICTED:_uncharacterized_protein_LOC101241169_[Hydra_vulgaris],6.20E-167,Calcium-responsive_transcription_factor,NA,DNA-binding_transcription_factor_activity,positive_regulation_of_transcription_from_RNA_polymerase_II_promoter_in_response_to_calcium_ion,extracellular_region
Hsym|HyS0027.65,"CRK95389.1_CLUMA_CG008749,_isoform_A_[Clunio_marinus]",3.10E-18,NA,NA,NA,NA,NA
Hsym|HyS0027.66,ABI98899.1_frizzled_receptor_3_[Clytia_hemisphaerica],6.40E-222,Frizzled_class_receptor_7,FZD8,transmembrane_signaling_receptor_activity,Wnt_signaling_pathway,recycling_endosome_membrane
Hsym|HyS0027.67,XP_012559326.1_PREDICTED:_kinesin-like_protein_KIF20B_[Hydra_vulgaris],2.80E-196,P-loop_containing_nucleoside_triphosphate_hydrolase_protein_(Fragment),NA,microtubule_motor_activity,microtubule-based_movement,microtubule
Hsym|HyS0027.68,XP_012554441.1_PREDICTED:_uncharacterized_protein_LOC101237079_isoform_X1_[Hydra_vulgaris],1.50E-100,NA,NA,NA,NA,NA
Hsym|HyS0027.69,"XP_012555213.1_PREDICTED:_uncharacterized_protein_LOC105843862,_partial_[Hydra_vulgaris]",1.40E-31,NA,NA,NA,NA,NA
Hsym|HyS0027.70,XP_022104268.1_uncharacterized_protein_LOC110986593_isoform_X3_[Acanthaster_planci],3.90E-22,NA,NA,NA,NA,NA
Hsym|HyS0027.71,XP_020366222.1_diphosphoinositol_polyphosphate_phosphohydrolase_1_[Rhincodon_typus],3.00E-36,Diphosphoinositol_polyphosphate_phosphohydrolase_3-beta,NA,hydrolase_activity,diadenosine_pentaphosphate_metabolic_process,nucleus
